pr_id,pr_gene_id,pr_gene_symbol,pr_gene_title,pr_is_lm,pr_is_bing,gene_id
212993_at,138151,NACC2,"NACC family member 2, BEN and BTB (POZ) domain containing",0,1,138151
59437_at,138162,C9orf116,chromosome 9 open reading frame 116,0,1,138162
202575_at,1382,CRABP2,cellular retinoic acid binding protein 2,0,1,1382
209522_s_at,1384,CRAT,carnitine O-acetyltransferase,0,1,1384
212984_at,1386,ATF2,activating transcription factor 2,0,1,1386
202160_at,1387,CREBBP,CREB binding protein,0,1,1387
216208_s_at,1388,ATF6B,activating transcription factor 6 beta,0,1,1388
201989_s_at,1389,CREBL2,cAMP responsive element binding protein-like 2,0,1,1389
214508_x_at,1390,CREM,cAMP responsive element modulator,0,1,1390
205630_at,1392,CRH,corticotropin releasing hormone,0,1,1392
205984_at,1393,CRHBP,corticotropin releasing hormone binding protein,0,1,1393
213282_at,139322,APOOL,apolipoprotein O-like,0,1,139322
214619_at,1394,CRHR1,corticotropin releasing hormone receptor 1,0,1,1394
205081_at,1396,CRIP1,cysteine rich protein 1,0,1,1396
208978_at,1397,CRIP2,cysteine rich protein 2,0,1,1397
201511_at,14,AAMP,angio associated migratory cell protein,0,1,14
206171_at,140,ADORA3,adenosine A3 receptor,0,1,140
202517_at,1400,CRMP1,collapsin response mediator protein 1,0,1,1400
205524_s_at,1404,HAPLN1,hyaluronan and proteoglycan link protein 1,0,1,1404
221657_s_at,140459,ASB6,ankyrin repeat and SOCS box containing 6,0,1,140459
219996_at,140460,ASB7,ankyrin repeat and SOCS box containing 7,0,1,140460
218841_at,140461,ASB8,ankyrin repeat and SOCS box containing 8,0,1,140461
205673_s_at,140462,ASB9,ankyrin repeat and SOCS box containing 9,0,1,140462
204173_at,140465,MYL6B,myosin light chain 6B,0,1,140465
211276_at,140597,TCEAL2,transcription elongation factor A (SII)-like 2,0,1,140597
212530_at,140609,NEK7,NIMA related kinase 7,0,1,140609
209674_at,1407,CRY1,cryptochrome circadian clock 1,0,1,1407
207711_at,140710,SOGA1,"suppressor of glucose, autophagy associated 1",0,1,140710
212695_at,1408,CRY2,cryptochrome circadian clock 2,0,1,1408
215048_at,140883,ZNF280B,zinc finger protein 280B,0,1,140883
202897_at,140885,SIRPA,signal regulatory protein alpha,0,1,140885
212721_at,140890,SREK1,splicing regulatory glutamic acid/lysine-rich protein 1,0,1,140890
207863_at,141,ADPRH,ADP-ribosylarginine hydrolase,0,1,141
209283_at,1410,CRYAB,crystallin alpha B,0,1,1410
222048_at,1416,CRYBB2P1,crystallin beta B2 pseudogene 1,0,1,1416
205489_at,1428,CRYM,crystallin mu,0,1,1428
202239_at,143,PARP4,poly(ADP-ribose) polymerase family member 4,0,1,143
208660_at,1431,CS,citrate synthase,0,1,1431
211561_x_at,1432,MAPK14,mitogen-activated protein kinase 14,0,1,1432
201112_s_at,1434,CSE1L,CSE1 chromosome segregation 1-like (yeast),0,1,1434
209716_at,1435,CSF1,colony stimulating factor 1,0,1,1435
203104_at,1436,CSF1R,colony stimulating factor 1 receptor,0,1,1436
210229_s_at,1437,CSF2,colony stimulating factor 2,0,1,1437
207085_x_at,1438,CSF2RA,colony stimulating factor 2 receptor alpha subunit,0,1,1438
205159_at,1439,CSF2RB,colony stimulating factor 2 receptor beta common subunit,0,1,1439
207442_at,1440,CSF3,colony stimulating factor 3,0,1,1440
203591_s_at,1441,CSF3R,colony stimulating factor 3 receptor,0,1,1441
219154_at,144404,TMEM120B,transmembrane protein 120B,0,1,144404
213145_at,144699,FBXL14,F-box and leucine-rich repeat protein 14,0,1,144699
207945_s_at,1453,CSNK1D,casein kinase 1 delta,0,1,1453
214830_at,145389,SLC38A6,solute carrier family 38 member 6,0,1,145389
202573_at,1455,CSNK1G2,casein kinase 1 gamma 2,0,1,1455
220768_s_at,1456,CSNK1G3,casein kinase 1 gamma 3,0,1,1456
212072_s_at,1457,CSNK2A1,"casein kinase 2, alpha 1 polypeptide",0,1,1457
201390_s_at,1460,CSNK2B,casein kinase 2 beta,0,1,1460
213922_at,146057,TTBK2,tau tubulin kinase 2,0,1,146057
204619_s_at,1462,VCAN,versican,0,1,1462
214068_at,146227,BEAN1,"brain expressed, associated with NEDD4, 1",0,1,146227
205143_at,1463,NCAN,neurocan,0,1,1463
204736_s_at,1464,CSPG4,chondroitin sulfate proteoglycan 4,0,1,1464
213527_s_at,146542,ZNF688,zinc finger protein 688,0,1,146542
207030_s_at,1466,CSRP2,cysteine and glycine rich protein 2,0,1,1466
214840_at,146691,TOM1L2,target of myb1 like 2 membrane trafficking protein,0,1,146691
213589_s_at,146712,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",0,1,146712
218275_at,1468,SLC25A10,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",0,1,1468
222039_at,146909,KIF18B,kinesin family member 18B,0,1,146909
201360_at,1471,CST3,cystatin C,0,1,1471
217508_s_at,147339,C18orf25,chromosome 18 open reading frame 25,0,1,147339
206595_at,1474,CST6,cystatin E/M,0,1,1474
204971_at,1475,CSTA,cystatin A,0,1,1475
201201_at,1476,CSTB,cystatin B,0,1,1476
32723_at,1477,CSTF1,"cleavage stimulation factor, 3' pre-RNA, subunit 1",0,1,1477
204459_at,1478,CSTF2,"cleavage stimulation factor, 3' pre-RNA, subunit 2",0,1,1478
218924_s_at,1486,CTBS,"chitobiase, di-N-acetyl-",0,1,1486
213980_s_at,1487,CTBP1,C-terminal binding protein 1,0,1,1487
222095_s_at,148753,FAM163A,family with sequence similarity 163 member A,0,1,148753
210554_s_at,1488,CTBP2,C-terminal binding protein 2,0,1,1488
206813_at,1489,CTF1,cardiotrophin 1,0,1,1489
209101_at,1490,CTGF,connective tissue growth factor,0,1,1490
217127_at,1491,CTH,cystathionine gamma-lyase,0,1,1491
214841_at,149111,CNIH3,cornichon family AMPA receptor auxiliary protein 3,0,1,149111
221331_x_at,1493,CTLA4,cytotoxic T-lymphocyte associated protein 4,0,1,1493
200764_s_at,1495,CTNNA1,catenin alpha 1,0,1,1495
205373_at,1496,CTNNA2,catenin alpha 2,0,1,1496
212155_at,149603,RNF187,ring finger protein 187,0,1,149603
36566_at,1497,CTNS,"cystinosin, lysosomal cystine transporter",0,1,1497
201533_at,1499,CTNNB1,catenin beta 1,0,1,1499
219653_at,149986,LSM14B,LSM family member 14B,0,1,149986
209869_at,150,ADRA2A,adrenoceptor alpha 2A,0,1,150
208078_s_at,150094,SIK1,salt inducible kinase 1,0,1,150094
209617_s_at,1501,CTNND2,catenin delta 2,0,1,1501
222274_at,150244,ZDHHC8P1,"zinc finger, DHHC-type containing 8 pseudogene 1",0,1,150244
202613_at,1503,CTPS1,CTP synthase 1,0,1,1503
214377_s_at,1506,CTRL,chymotrypsin-like,0,1,1506
44040_at,150726,FBXO41,F-box protein 41,0,1,150726
200838_at,1508,CTSB,cathepsin B,0,1,1508
214717_at,150967,PKI55,DKFZp434H1419,0,1,150967
205927_s_at,1510,CTSE,cathepsin E,0,1,1510
212698_s_at,151011,SEPT10,septin 10,0,1,151011
215046_at,151050,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,0,1,151050
205653_at,1511,CTSG,cathepsin G,0,1,1511
202295_s_at,1512,CTSH,cathepsin H,0,1,1512
213610_s_at,151230,KLHL23,kelch like family member 23,0,1,151230
202450_s_at,1513,CTSK,cathepsin K,0,1,1513
210074_at,1515,CTSV,cathepsin V,0,1,1515
203758_at,1519,CTSO,cathepsin O,0,1,1519
220764_at,151987,PPP4R2,protein phosphatase 4 regulatory subunit 2,0,1,151987
206128_at,152,ADRA2C,adrenoceptor alpha 2C,0,1,152
202902_s_at,1520,CTSS,cathepsin S,0,1,1520
218528_s_at,152006,RNF38,ring finger protein 38,0,1,152006
214450_at,1521,CTSW,cathepsin W,0,1,1521
210042_s_at,1522,CTSZ,cathepsin Z,0,1,1522
214743_at,1523,CUX1,cut-like homeobox 1,0,1,1523
205898_at,1524,CX3CR1,chemokine (C-X3-C motif) receptor 1,0,1,1524
203917_at,1525,CXADR,coxsackie virus and adenovirus receptor,0,1,1525
213372_at,152559,PAQR3,progestin and adipoQ receptor family member III,0,1,152559
209366_x_at,1528,CYB5A,cytochrome b5 type A (microsomal),0,1,1528
208214_at,153,ADRB1,adrenoceptor beta 1,0,1,153
203028_s_at,1535,CYBA,"cytochrome b-245, alpha polypeptide",0,1,1535
203923_s_at,1536,CYBB,"cytochrome b-245, beta polypeptide",0,1,1536
201066_at,1537,CYC1,cytochrome c1,0,1,1537
39582_at,1540,CYLD,cylindromatosis (turban tumor syndrome),0,1,1540
202437_s_at,1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,0,1,1545
215321_at,154661,RUNDC3B,RUN domain containing 3B,0,1,154661
209521_s_at,154796,AMOT,angiomotin,0,1,154796
213474_at,154881,KCTD7,potassium channel tetramerization domain containing 7,0,1,154881
213367_at,155060,LOC155060,AI894139 pseudogene,0,1,155060
213587_s_at,155066,ATP6V0E2,"ATPase, H+ transporting V0 subunit e2",0,1,155066
213670_x_at,155400,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1,0,1,155400
216025_x_at,1559,CYP2C9,cytochrome P450 family 2 subfamily C member 9,0,1,1559
201401_s_at,156,ADRBK1,"adrenergic, beta, receptor kinase 1",0,1,156
208126_s_at,1562,CYP2C18,cytochrome P450 family 2 subfamily C member 18,0,1,1562
207498_s_at,1565,CYP2D6,cytochrome P450 family 2 subfamily D member 6,0,1,1565
204184_s_at,157,ADRBK2,"adrenergic, beta, receptor kinase 2",0,1,157
209975_at,1571,CYP2E1,cytochrome P450 family 2 subfamily E member 1,0,1,1571
205073_at,1573,CYP2J2,cytochrome P450 family 2 subfamily J member 2,0,1,1573
212731_at,157567,ANKRD46,ankyrin repeat domain 46,0,1,157567
205999_x_at,1576,CYP3A4,cytochrome P450 family 3 subfamily A member 4,0,1,1576
214839_at,157627,LINC00599,long intergenic non-protein coding RNA 599,0,1,157627
213243_at,157680,VPS13B,vacuolar protein sorting 13 homolog B (yeast),0,1,157680
217611_at,157697,ERICH1,glutamate rich 1,0,1,157697
214234_s_at,1577,CYP3A5,cytochrome P450 family 3 subfamily A member 5,0,1,1577
214725_at,157869,SBSPON,somatomedin B and thrombospondin type 1 domain containing,0,1,157869
212712_at,157922,CAMSAP1,calmodulin regulated spectrin associated protein 1,0,1,157922
210250_x_at,158,ADSL,adenylosuccinate lyase,0,1,158
210096_at,1580,CYP4B1,cytochrome P450 family 4 subfamily B member 1,0,1,1580
207406_at,1581,CYP7A1,cytochrome P450 family 7 subfamily A member 1,0,1,1581
204309_at,1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1,0,1,1583
212805_at,158471,PRUNE2,prune homolog 2 (Drosophila),0,1,158471
64883_at,158747,MOSPD2,motile sperm domain containing 2,0,1,158747
203475_at,1588,CYP19A1,cytochrome P450 family 19 subfamily A member 1,0,1,1588
221761_at,159,ADSS,adenylosuccinate synthase,0,1,159
203979_at,1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,0,1,1593
205676_at,1594,CYP27B1,cytochrome P450 family 27 subfamily B member 1,0,1,1594
202314_at,1595,CYP51A1,cytochrome P450 family 51 subfamily A member 1,0,1,1595
201278_at,1601,DAB2,"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)",0,1,1601
205471_s_at,1602,DACH1,dachshund family transcription factor 1,0,1,1602
200046_at,1603,DAD1,defender against cell death 1,0,1,1603
201925_s_at,1604,CD55,CD55 molecule (Cromer blood group),0,1,1604
215058_at,160518,DENND5B,DENN/MADD domain containing 5B,0,1,160518
203385_at,1606,DGKA,diacylglycerol kinase alpha,0,1,1606
206395_at,1608,DGKG,diacylglycerol kinase gamma,0,1,1608
207562_at,1609,DGKQ,diacylglycerol kinase theta,0,1,1609
212159_x_at,161,AP2A2,adaptor related protein complex 2 alpha 2 subunit,0,1,161
201095_at,1611,DAP,death-associated protein,0,1,1611
203139_at,1612,DAPK1,death-associated protein kinase 1,0,1,1612
203891_s_at,1613,DAPK3,death-associated protein kinase 3,0,1,1613
201624_at,1615,DARS,aspartyl-tRNA synthetase,0,1,1615
205423_at,162,AP1B1,adaptor related protein complex 1 beta 1 subunit,0,1,162
205818_at,1620,BRINP1,bone morphogenetic protein/retinoic acid inducible neural-specific 1,0,1,1620
211070_x_at,1622,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)",0,1,1622
212697_at,162427,FAM134C,family with sequence similarity 134 member C,0,1,162427
202806_at,1627,DBN1,drebrin 1,0,1,1627
209782_s_at,1628,DBP,D site of albumin promoter (albumin D-box) binding protein,0,1,1628
205369_x_at,1629,DBT,dihydrolipoamide branched chain transacylase E2,0,1,1629
215124_at,162972,ZNF550,zinc finger protein 550,0,1,162972
200615_s_at,163,AP2B1,adaptor related protein complex 2 beta 1 subunit,0,1,163
209759_s_at,1632,ECI1,enoyl-CoA delta isomerase 1,0,1,1632
209335_at,1634,DCN,decorin,0,1,1634
219696_at,163486,DENND1B,DENN/MADD domain containing 1B,0,1,163486
209749_s_at,1636,ACE,angiotensin I converting enzyme,0,1,1636
211780_x_at,1639,DCTN1,dynactin subunit 1,0,1,1639
203350_at,164,AP1G1,adaptor related protein complex 1 gamma 1 subunit,0,1,164
204851_s_at,1641,DCX,doublecortin,0,1,1641
208619_at,1642,DDB1,damage-specific DNA binding protein 1,0,1,1642
216594_x_at,1645,AKR1C1,"aldo-keto reductase family 1, member C1",0,1,1645
209699_x_at,1646,AKR1C2,"aldo-keto reductase family 1, member C2",0,1,1646
209383_at,1649,DDIT3,DNA damage inducible transcript 3,0,1,1649
201792_at,165,AEBP1,AE binding protein 1,0,1,165
208675_s_at,1650,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic),0,1,1650
202929_s_at,1652,DDT,D-dopachrome tautomerase,0,1,1652
201241_at,1653,DDX1,DEAD/H-box helicase 1,0,1,1653
212515_s_at,1654,DDX3X,"DEAD-box helicase 3, X-linked",0,1,1654
200033_at,1655,DDX5,DEAD-box helicase 5,0,1,1655
204909_at,1656,DDX6,DEAD-box helicase 6,0,1,1656
203791_at,1657,DMXL1,Dmx like 1,0,1,1657
203334_at,1659,DHX8,DEAH-box helicase 8,0,1,1659
217729_s_at,166,AES,amino-terminal enhancer of split,0,1,166
202420_s_at,1660,DHX9,DEAH-box helicase 9,0,1,1660
208149_x_at,1663,DDX11,DEAD/H-box helicase 11,0,1,1663
201385_at,1665,DHX15,DEAH-box helicase 15,0,1,1665
216724_at,166614,DCLK2,doublecortin like kinase 2,0,1,166614
210473_s_at,166647,ADGRA3,adhesion G protein-coupled receptor A3,0,1,166647
210397_at,1672,DEFB1,defensin beta 1,0,1,1672
212919_at,167227,DCP2,decapping mRNA 2,0,1,167227
202222_s_at,1674,DES,desmin,0,1,1674
205382_s_at,1675,CFD,complement factor D (adipsin),0,1,1675
205217_at,1678,TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast),0,1,1678
214746_s_at,168544,ZNF467,zinc finger protein 467,0,1,168544
203695_s_at,1687,DFNA5,"deafness, autosomal dominant 5",0,1,1687
205229_s_at,1690,COCH,cochlin,0,1,1690
213075_at,169611,OLFML2A,olfactomedin like 2A,0,1,169611
220635_at,170680,PSORS1C2,psoriasis susceptibility 1 candidate 2,0,1,170680
212369_at,171017,ZNF384,zinc finger protein 384,0,1,171017
212238_at,171023,ASXL1,"additional sex combs like 1, transcriptional regulator",0,1,171023
217547_x_at,171392,ZNF675,zinc finger protein 675,0,1,171392
212460_at,171546,SPTSSA,serine palmitoyltransferase small subunit A,0,1,171546
213017_at,171586,ABHD3,abhydrolase domain containing 3,0,1,171586
203816_at,1716,DGUOK,deoxyguanosine kinase,0,1,1716
201790_s_at,1717,DHCR7,7-dehydrocholesterol reductase,0,1,1717
200862_at,1718,DHCR24,24-dehydrocholesterol reductase,0,1,1718
202534_x_at,1719,DHFR,dihydrofolate reductase,0,1,1719
213632_at,1723,DHODH,dihydroorotate dehydrogenase (quinone),0,1,1723
207831_x_at,1725,DHPS,deoxyhypusine synthase,0,1,1725
201885_s_at,1727,CYB5R3,cytochrome b5 reductase 3,0,1,1727
201467_s_at,1728,NQO1,"NAD(P)H dehydrogenase, quinone 1",0,1,1728
209190_s_at,1729,DIAPH1,diaphanous related formin 1,0,1,1729
205603_s_at,1730,DIAPH2,diaphanous related formin 2,0,1,1730
206457_s_at,1733,DIO1,"deiodinase, iodothyronine, type I",0,1,1733
203699_s_at,1734,DIO2,"deiodinase, iodothyronine, type II",0,1,1734
207154_at,1735,DIO3,"deiodinase, iodothyronine, type III",0,1,1735
201479_at,1736,DKC1,"dyskeratosis congenita 1, dyskerin",0,1,1736
211150_s_at,1737,DLAT,dihydrolipoamide S-acetyltransferase,0,1,1737
202514_at,1739,DLG1,discs large homolog 1,0,1,1739
206253_at,1740,DLG2,discs large homolog 2,0,1,1740
212727_at,1741,DLG3,discs large homolog 3,0,1,1741
204592_at,1742,DLG4,discs large homolog 4,0,1,1742
215210_s_at,1743,DLST,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),0,1,1743
213707_s_at,1749,DLX5,distal-less homeobox 5,0,1,1749
204332_s_at,175,AGA,aspartylglucosaminidase,0,1,175
203881_s_at,1756,DMD,dystrophin,0,1,1756
210063_at,1757,SARDH,sarcosine dehydrogenase,0,1,1757
205679_x_at,176,ACAN,aggrecan,0,1,176
37996_s_at,1760,DMPK,dystrophia myotonica protein kinase,0,1,1760
213647_at,1763,DNA2,DNA replication helicase/nuclease 2,0,1,1763
215341_at,1768,DNAH6,"dynein, axonemal, heavy chain 6",0,1,1768
217046_s_at,177,AGER,advanced glycosylation end product-specific receptor,0,1,177
210165_at,1773,DNASE1,deoxyribonuclease I,0,1,1773
203912_s_at,1774,DNASE1L1,deoxyribonuclease I-like 1,0,1,1774
205554_s_at,1776,DNASE1L3,deoxyribonuclease I-like 3,0,1,1776
214992_s_at,1777,DNASE2,"deoxyribonuclease II, lysosomal",0,1,1777
211928_at,1778,DYNC1H1,"dynein, cytoplasmic 1, heavy chain 1",0,1,1778
205348_s_at,1780,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",0,1,1780
211684_s_at,1781,DYNC1I2,"dynein, cytoplasmic 1, intermediate chain 2",0,1,1781
203590_at,1783,DYNC1LI2,"dynein, cytoplasmic 1, light intermediate chain 2",0,1,1783
202253_s_at,1785,DNM2,dynamin 2,0,1,1785
206308_at,1787,TRDMT1,tRNA aspartic acid methyltransferase 1,0,1,1787
220668_s_at,1789,DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta,0,1,1789
203187_at,1793,DOCK1,dedicator of cytokinesis 1,0,1,1793
213160_at,1794,DOCK2,dedicator of cytokinesis 2,0,1,1794
213482_at,1795,DOCK3,dedicator of cytokinesis 3,0,1,1795
211121_s_at,1796,DOK1,docking protein 1,0,1,1796
215982_s_at,1797,DXO,decapping exoribonuclease,0,1,1797
209509_s_at,1798,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,0,1,1798
209460_at,18,ABAT,4-aminobutyrate aminotransferase,0,1,18
205983_at,1800,DPEP1,dipeptidase 1 (renal),0,1,1800
203717_at,1803,DPP4,dipeptidyl-peptidase 4,0,1,1803
207789_s_at,1804,DPP6,dipeptidyl-peptidase 6,0,1,1804
213071_at,1805,DPT,dermatopontin,0,1,1805
204646_at,1806,DPYD,dihydropyrimidine dehydrogenase,0,1,1806
200762_at,1808,DPYSL2,dihydropyrimidinase like 2,0,1,1808
201431_s_at,1809,DPYSL3,dihydropyrimidinase like 3,0,1,1809
216652_s_at,1810,DR1,down-regulator of transcription 1,0,1,1810
203267_s_at,1819,DRG2,developmentally regulated GTP binding protein 2,0,1,1819
209099_x_at,182,JAG1,jagged 1,0,1,182
205865_at,1820,ARID3A,AT-rich interaction domain 3A,0,1,1820
40489_at,1822,ATN1,atrophin 1,0,1,1822
207324_s_at,1823,DSC1,desmocollin 1,0,1,1823
204750_s_at,1824,DSC2,desmocollin 2,0,1,1824
206033_s_at,1825,DSC3,desmocollin 3,0,1,1825
211484_s_at,1826,DSCAM,Down syndrome cell adhesion molecule,0,1,1826
208370_s_at,1827,RCAN1,regulator of calcineurin 1,0,1,1827
206642_at,1828,DSG1,desmoglein 1,0,1,1828
202834_at,183,AGT,angiotensinogen,0,1,183
205595_at,1830,DSG3,desmoglein 3,0,1,1830
200606_at,1832,DSP,desmoplakin,0,1,1832
205097_at,1836,SLC26A2,"solute carrier family 26 (anion exchanger), member 2",0,1,1836
210091_s_at,1837,DTNA,dystrobrevin alpha,0,1,1837
214253_s_at,1838,DTNB,dystrobrevin beta,0,1,1838
38037_at,1839,HBEGF,heparin binding EGF like growth factor,0,1,1839
203270_at,1841,DTYMK,deoxythymidylate kinase,0,1,1841
206101_at,1842,ECM2,"extracellular matrix protein 2, female organ and adipocyte specific",0,1,1842
201044_x_at,1843,DUSP1,dual specificity phosphatase 1,0,1,1843
204794_at,1844,DUSP2,dual specificity phosphatase 2,0,1,1844
209457_at,1847,DUSP5,dual specificity phosphatase 5,0,1,1847
213848_at,1849,DUSP7,dual specificity phosphatase 7,0,1,1849
205357_s_at,185,AGTR1,angiotensin II receptor type 1,0,1,185
206374_at,1850,DUSP8,dual specificity phosphatase 8,0,1,1850
208956_x_at,1854,DUT,deoxyuridine triphosphatase,0,1,1854
203230_at,1855,DVL1,dishevelled segment polarity protein 1,0,1,1855
57532_at,1856,DVL2,dishevelled segment polarity protein 2,0,1,1856
201908_at,1857,DVL3,dishevelled segment polarity protein 3,0,1,1857
209033_s_at,1859,DYRK1A,dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,0,1,1859
2028_s_at,1869,E2F1,E2F transcription factor 1,0,1,1869
213592_at,187,APLNR,apelin receptor,0,1,187
203693_s_at,1871,E2F3,E2F transcription factor 3,0,1,1871
202248_at,1874,E2F4,E2F transcription factor 4,0,1,1874
221586_s_at,1875,E2F5,E2F transcription factor 5,0,1,1875
203957_at,1876,E2F6,E2F transcription factor 6,0,1,1876
218524_at,1877,E4F1,E4F transcription factor 1,0,1,1877
205419_at,1880,GPR183,G protein-coupled receptor 183,0,1,1880
201749_at,1889,ECE1,endothelin converting enzyme 1,0,1,1889
204858_s_at,1890,TYMP,thymidine phosphorylase,0,1,1890
201135_at,1892,ECHS1,"enoyl-CoA hydratase, short chain, 1, mitochondrial",0,1,1892
